429	inline	func	amod
428	inline	func	adpobj
427	inline	func	adpmod
426	inline	func	adpobj
425	inline	func	adpmod
435	inline	func	nsubj
424	inline	func	csubj
438	inline	func	p
441	inline	func	nmod
440	inline	func	attr
423	inline	func	ROOT
448	inline	func	compmod
447	inline	func	ROOT
454	inline	func	expl
456	inline	func	p
459	inline	func	advmod
458	inline	func	acomp
464	inline	func	adpobj
463	inline	func	adpmod
462	inline	func	csubj
453	inline	func	ROOT
472	inline	func	compmod
475	inline	func	nsubj
477	inline	func	dobj
479	inline	func	neg
474	inline	func	rcmod
482	inline	func	p
471	inline	func	ROOT
1140	inline	func	cc
1142	inline	func	p
1148	inline	func	det
1151	inline	func	adpcomp
1150	inline	func	adpmod
1147	inline	func	adpobj
1146	inline	func	adpmod
1145	inline	func	dobj
1144	inline	func	conj
1158	inline	func	p
1160	inline	func	amod
1139	inline	func	ROOT
1167	inline	func	advmod
1169	inline	func	advmod
1166	inline	func	amod
1172	inline	func	p
1174	inline	func	amod
1165	inline	func	ROOT
1181	inline	func	mark
1184	inline	func	amod
1183	inline	func	dobj
1189	inline	func	advmod
1188	inline	func	partmod
1192	inline	func	det
1187	inline	func	nsubj
1195	inline	func	p
1197	inline	func	aux
1180	inline	func	advcl
1179	inline	func	ROOT
1208	inline	func	adpobj
1207	inline	func	adpmod
1206	inline	func	nsubj
1212	inline	func	dobj
1214	inline	func	mark
1205	inline	func	ccomp
1204	inline	func	acomp
1218	inline	func	p
1203	inline	func	ROOT
1224	inline	func	compmod
1226	inline	func	p
1228	inline	func	p
1233	inline	func	amod
1235	inline	func	det
1232	inline	func	adpobj
1231	inline	func	adpmod
1230	inline	func	appos
1223	inline	func	ROOT
2101	inline	func	nmod
2100	inline	func	nmod
2104	inline	func	p
2106	inline	func	acomp
2108	inline	func	advmod
2099	inline	func	ROOT
2117	inline	func	det
2119	inline	func	amod
2116	inline	func	adpobj
2115	inline	func	adpmod
2124	inline	func	adpobj
2123	inline	func	adpmod
2127	inline	func	aux
2114	inline	func	xcomp
2130	inline	func	p
2132	inline	func	nsubj
2113	inline	func	ROOT
2138	inline	func	p
2142	inline	func	det
2141	inline	func	advmod
2140	inline	func	acomp
2137	inline	func	ROOT
2150	inline	func	amod
2152	inline	func	det
2149	inline	func	ROOT
2161	inline	func	cc
2163	inline	func	conj
2160	inline	func	dobj
2166	inline	func	mark
2159	inline	func	advcl
2158	inline	func	partmod
2170	inline	func	p
2157	inline	func	ROOT
2177	inline	func	adpobj
2176	inline	func	adpmod
2180	inline	func	expl
2182	inline	func	advmod
2186	inline	func	advmod
2188	inline	func	advmod
2185	inline	func	amod
2184	inline	func	nsubj
2193	inline	func	mark
2198	inline	func	poss
2197	inline	func	adpobj
2196	inline	func	adpmod
2202	inline	func	amod
2204	inline	func	det
2195	inline	func	nsubj
2208	inline	func	advmod
2212	inline	func	adpobj
2211	inline	func	adpmod
2210	inline	func	dobj
2216	inline	func	neg
2207	inline	func	conj
2219	inline	func	cc
2221	inline	func	expl
2192	inline	func	advcl
2224	inline	func	p
2227	inline	func	cc
2229	inline	func	conj
2226	inline	func	nsubj
2175	inline	func	ROOT
2236	inline	func	p
2239	inline	func	det
2241	inline	func	amod
2238	inline	func	attr
2245	inline	func	advmod
2247	inline	func	p
2244	inline	func	nsubj
2235	inline	func	ROOT
3074	inline	func	compmod
3073	inline	func	nsubj
3072	inline	func	parataxis
3078	inline	func	p
3080	inline	func	p
3083	inline	func	poss
3085	inline	func	appos
3087	inline	func	det
3082	inline	func	dobj
3071	inline	func	ROOT
3094	inline	func	p
3093	inline	func	ROOT
3100	inline	func	p
3103	inline	func	cc
3107	inline	func	adpobj
3106	inline	func	adpmod
3110	inline	func	advmod
3105	inline	func	partmod
3102	inline	func	adpobj
3099	inline	func	ROOT
3119	inline	func	p
3118	inline	func	advmod
3122	inline	func	p
3126	inline	func	det
3130	inline	func	compmod
3129	inline	func	adpobj
3128	inline	func	adpmod
3136	inline	func	cc
3139	inline	func	det
3138	inline	func	conj
3135	inline	func	adpobj
3134	inline	func	adpmod
3144	inline	func	p
3146	inline	func	p
3149	inline	func	adpobj
3148	inline	func	adpmod
3152	inline	func	poss
3125	inline	func	adpobj
3124	inline	func	adpmod
3157	inline	func	adpobj
3156	inline	func	adpmod
3117	inline	func	ROOT
3164	inline	func	p
3166	inline	func	prt
3163	inline	func	ROOT
3172	inline	func	conj
3174	inline	func	cc
3171	inline	func	ROOT
3180	inline	func	prt
3182	inline	func	p
3179	inline	func	ROOT
3188	inline	func	advmod
3190	inline	func	aux
3194	inline	func	det
3193	inline	func	adpobj
3192	inline	func	adpmod
3200	inline	func	mark
3202	inline	func	nsubj
3199	inline	func	ccomp
3205	inline	func	p
3198	inline	func	conj
3208	inline	func	p
3210	inline	func	cc
3212	inline	func	advmod
3187	inline	func	ROOT
4787	inline	func	det
4789	inline	func	det
4786	inline	func	nsubj
4793	inline	func	advmod
4792	inline	func	acomp
4796	inline	func	p
4799	inline	func	aux
4801	inline	func	advmod
4805	inline	func	cc
4807	inline	func	conj
4804	inline	func	amod
4810	inline	func	det
4803	inline	func	dobj
4798	inline	func	conj
4814	inline	func	cc
4818	inline	func	det
4820	inline	func	amod
4817	inline	func	adpobj
4816	inline	func	adpmod
4824	inline	func	aux
4785	inline	func	ROOT
4830	inline	func	p
4835	inline	func	amod
4837	inline	func	det
4834	inline	func	dobj
4840	inline	func	aux
4833	inline	func	xcomp
4843	inline	func	cc
4850	inline	func	nsubj
4852	inline	func	xcomp
4854	inline	func	mark
4849	inline	func	ccomp
4848	inline	func	adpobj
4847	inline	func	mwe
4846	inline	func	advmod
4860	inline	func	dobj
4862	inline	func	advmod
4845	inline	func	conj
4865	inline	func	iobj
4832	inline	func	parataxis
4868	inline	func	p
4871	inline	func	nsubj
4870	inline	func	csubj
4874	inline	func	advmod
4876	inline	func	neg
4879	inline	func	p
4878	inline	func	advmod
4829	inline	func	ROOT
4886	inline	func	amod
4885	inline	func	ROOT
4892	inline	func	advmod
4894	inline	func	amod
4896	inline	func	p
4898	inline	func	det
4891	inline	func	ROOT
4905	inline	func	adpobj
4904	inline	func	adpmod
4908	inline	func	cc
4910	inline	func	cc
4915	inline	func	det
4917	inline	func	amod
4921	inline	func	compmod
4920	inline	func	adpobj
4919	inline	func	adpmod
4914	inline	func	adpobj
4913	inline	func	adpmod
4927	inline	func	aux
4930	inline	func	adpobj
4929	inline	func	adpmod
4912	inline	func	conj
4934	inline	func	p
4937	inline	func	advmod
4939	inline	func	acomp
4936	inline	func	conj
4903	inline	func	ROOT
4947	inline	func	p
4946	inline	func	advmod
4951	inline	func	p
4955	inline	func	advmod
4957	inline	func	adpobj
4954	inline	func	adpmod
4953	inline	func	adpobj
4950	inline	func	adpmod
4962	inline	func	aux
4964	inline	func	aux
4966	inline	func	p
4968	inline	func	neg
4945	inline	func	ROOT
4974	inline	func	p
4977	inline	func	advmod
4980	inline	func	aux
4983	inline	func	mark
4986	inline	func	det
4985	inline	func	dobj
4989	inline	func	aux
4982	inline	func	ccomp
4979	inline	func	infmod
4976	inline	func	acomp
4973	inline	func	ROOT
4998	inline	func	compmod
5000	inline	func	num
5006	inline	func	num
5005	inline	func	num
5012	inline	func	compmod
5014	inline	func	compmod
5016	inline	func	compmod
5011	inline	func	appos
5020	inline	func	num
5019	inline	func	nmod
5010	inline	func	conj
5025	inline	func	num
5028	inline	func	amod
5030	inline	func	p
5033	inline	func	conj
5035	inline	func	cc
5037	inline	func	compmod
5032	inline	func	appos
5027	inline	func	appos
5024	inline	func	conj
5042	inline	func	cc
5044	inline	func	cc
